Station Name,Agency Name,State Name,District,Basin Name,Sub Basin Name,Date Collection,Longitude,Latitude,k,cl,ca,hco3,mg,f,ph_gen,Level (m)
Kanakgiri,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2020,76.41666667,15.56666667,6,105,32,420,26.752,2.81,8.17,NaN
Kandikheri,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2020,77.36861111,18.23972222,16,103,38,189,33.88,0.75,8.47,NaN
Kandlur,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.76638889,13.6375,8.7,26.27,12,150,7.26,0.146789,8.009,NaN
Kannegeri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.735,15.05722222,5.4,37,22,121,10.89,0.44,9.44,NaN
Kansur1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.84166667,14.51666667,9,71,20,73.2,10.89,0.34,9.46,NaN
Karahari,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.78333333,17.60833333,2.5,85.2,20,231.8,60.8,0.86,8.001,NaN
Karatgi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2020,76.65833333,15.60833333,73,198,36,267,48.64,0.75,8.28,NaN
Kardi (A),CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,76.17916667,16.1,9.1,631.9,84,524.6,82.552,3.25,8.51,NaN
Karebylu,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.87916667,13.63055556,4,9.23,4,36.6,1.21,0.0550459,7.536,NaN
Karje,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.87583333,13.42694444,3.4,14.2,4,48.8,1.21,0,7.58,NaN
Karwar1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.13333333,14.8,13.8,46.15,26,156,15,1.67,8.06,NaN
Kawalga1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.71666667,17.16666667,5.5,170.4,48,158.6,31.616,1.49,8.03,NaN
Keilolli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.29,13.12,19,74.55,26,183,10.89,0.13,8.71,NaN
Kekan Halla,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2020,76.64166667,11.63333333,5,82,34,115.9,26.62,1.27,8.58,NaN
Kelagadale,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.82916667,12.96888889,5,21,32,122,10,1.46,7.8,NaN
Kembhavi1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2020,76.53333333,16.64583333,3.5,63.9,34,115.9,13.376,1.41,7.772,NaN
Kenchammana Hoskote,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.85833333,12.85833333,12,21,56,244,19,1.39,7.47,NaN
Keni,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.28888889,14.66944444,5,21.3,22,79.3,13.31,0.12,8.53,NaN
Keralapura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.17444444,12.58166667,73,53,52,305,56,1.42,9.36,NaN
Kerur A,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.545,16.01083333,6.6,255.6,76,237.9,36.42,1.38,7.988,NaN
Kirimanjeshwar,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.71666667,13.78333333,1.8,14.2,4,18.3,1.21,0.0366972,7.38,NaN
K.Mallenahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.33555556,13.03472222,14,121,156,159,56,1.46,8.3,NaN
Kodlipet,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.88333333,12.8,3.27,49,28,97.6,31.616,0.35,8,NaN
Kokkarne,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.83916667,13.45944444,3.1,14.2,6,67.1,2.42,0,7.43,NaN
Kolar,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.125,13.125,21,46,145,15,0.08,7.93,NaN,NaN
Kolgibis,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.7625,14.55805556,0,17.75,8,48.8,4.84,0.18,9.65,NaN
Koppa1,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.96666667,12.71666667,41.36,252.05,42,121,41.344,0.72,8.53,NaN
Kota,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.74694444,13.2375,4,14.2,4,24.4,2.42,0,7.42,NaN
Kukkehalli,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.85277778,13.39222222,1.6,7.1,2,24.4,1.21,0.229358,7.18,NaN
Kuknoor,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2020,75.98888889,15.49083333,10,148,52,198,38.912,0.64,7.87,NaN
Kulgi,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.63333333,15.16666667,1,120.7,30,231.8,52.03,0.52,8.2,NaN
Kumbarhal,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.32972222,16.53972222,1,369.2,92,97.6,97.12,1.31,8.346,NaN
Kumta1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.4,14.4,3,36,28,95,12.1,0,7.76,NaN
Kundgol,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2020,75.25,15.25416667,6,42,28,123,8.512,0.63,7.83,NaN
Kunigal,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.76666667,12.88027778,2,21,40,110,15,1.51,7.81,NaN
Kunjaragiri Cross,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.76694444,13.2725,1.9,14.2,2,24.4,1.21,0.155963,6.899,NaN
Kunjibettu,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.75805556,13.34583333,2.5,21.3,4,54.9,2.42,0.247706,9.607,NaN
Kuppe,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.1875,12.65833333,22,295,124,744,138,1.42,8.1,NaN
Kuppelur,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2020,75.14166667,14.9625,29.1,95.85,76,195.2,24.32,0.56,8.23,NaN
Kurdi A,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2020,77.20777778,16.05111111,92.4,390.5,56,256.2,135.968,0.36,7.8,NaN
Kurkal,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.78777778,13.27111111,3.2,21.3,6,67.1,3.63,0.211009,9.283,NaN
Kursi,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.68611111,14.54027778,0,11,10,66,1.21,0.4,8.97,NaN
Kurubaradoddi,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2020,77.35416667,12.0375,2,66,20,102,22.99,0.42,8.21,NaN
Kurudmale,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.37,13.06,36,436,92,201.3,39.93,1.44,8.95,NaN
Kushalanagara,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.95805556,12.45805556,1.4,39.05,50,274.5,30.4,0.23,8.1,NaN
Madamakki,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,75.01944444,13.51527778,3.9,21.3,2,18.3,1.21,0.174312,6.849,NaN
Madanur,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.85222222,15.03333333,0,67.45,36,67.1,19.36,0.54,9.17,NaN
Madarki,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.76666667,16.78333333,11.7,156.2,68,158.6,31.616,1.36,7.506,NaN
Maddur2,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,77.05,12.6,48.36,173.95,16,211,13.376,0.63,8.22,NaN
Madikeri A,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.75,12.41666667,2.37,45,26,134.2,36.48,0.19,8,NaN
Mahadevapura1,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.76666667,12.4,32.57,81.65,16,247,42.56,1.03,9.14,NaN
Maikome,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.83194444,13.495,1.06,21.3,2,42.7,3.63,0.266055,6.838,NaN
Majali,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.15,14.9,0,14.2,24,88,6,0,8.03,NaN
Malapur,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.275,16.36666667,0.42,39.704,49.0579,214.11,18.228,0.042,7.8,NaN
Malgi,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,75.01666667,14.77083333,11,41,12,104,16.94,0.5,9.28,NaN
Malla,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.55,16.74166667,4.8,298.2,58,213.5,97.28,4.82,8.05,NaN
Mallanayakanahalli,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2020,75.62555556,14.50222222,2.3,276.9,82,256.2,40.128,2.21,8.15,NaN
Malpe,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.7,13.35,6.1,21.3,50,286.7,6.05,0.229358,8.085,NaN
Mandarti,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.81111111,13.49777778,2.3,21.3,2,30.5,1.21,0.284404,7.441,NaN
Mandya Koppalu,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.8,12.39166667,5.86,67,14,248,10.944,1.47,8.7,NaN
Manki1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.49166667,14.1,2.8,38,22,122,12.1,0.15,9.06,NaN
Mannuru,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.70333333,13.53583333,6.9,21.3,4,48.8,3.63,0.0825688,7.201,NaN
Maravanthe,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.64444444,13.725,1.7,21.3,2,18.3,1.21,0.0366972,7.345,NaN
MargoliBasrur,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.73194444,13.62694444,3.34,14.2,6,61,3.63,0.311927,7.64,NaN
Maski A,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Middle,2020,77.27083333,16.27083333,155.8,177.5,56,396.5,53.416,1.5,8.221,NaN
Mavinagundi,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.78333333,14.25277778,1.2,14.2,14,67,7.26,0,7.65,NaN
Melukote1,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.64722222,12.65555556,7.12,182,34,430,87.552,1.48,8.01,NaN
Moga  Buzurga,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.46666667,17.51666667,2.8,156.2,16,97.6,77.824,1.12,8.451,NaN
Mudbal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.79333333,16.8,13.4,85.2,30,225.7,25.536,4.26,7.815,NaN
Mudhol A,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.27611111,16.33944444,0.7,788.1,236,137.25,182.1,1.5,7.83,NaN
Mugad,CGWB,Karnataka,Dharwad,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.9,15.44166667,7,210,56,118,42.56,0.7,8.23,NaN
Mulbagal Dw,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.38944444,13.16111111,15.2,208,40,152.5,31.46,0.63,9,NaN
Mundargi,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,77.21666667,16.76666667,6.5,28.4,6,48.8,3.63,0.247706,9.579,NaN
Murudeswar,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.49166667,14.09166667,6.8,74.55,18,42.7,15.73,0.21,8.63,NaN
Mustoor,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2020,77.01666667,16.3125,3.9,184.6,40,451.4,43.704,10,8.463,NaN
Nagamangala2,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.75833333,12.825,3.98,17.75,8,297.855,15.808,1.38,7.84,NaN
Naguvanahalli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.68333333,12.38888889,1.63,36,8,78,15.808,0.64,9.981,NaN
Namagondlu,CGWB,Karnataka,Kolar,Pennar Basin,Pennar Upper,2020,77.60833333,13.58333333,20.3,237.85,82,291,59.29,0.71,8.72,NaN
Nandanavana,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.63444444,13.81972222,2,42.6,6,24.4,7.26,0.0550459,8.276,NaN
Nargund1,CGWB,Karnataka,Gadag,Krishna Basin,Krishna Upper,2020,75.38333333,15.72916667,23,1435,176,325,330.752,0.642424,7.84,NaN
Narnal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,77.26055556,17.50638889,1.23,71,32,183,46.208,1.01,8.253,NaN
Navile,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Middle,2020,76.475,13.09444444,5,21,36,342,51,1.41,8.45,NaN
Naymanahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.1625,12.85888889,80,131,112,317,73,1.4,9.42,NaN
Neerkolli,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.76,12.40583333,1.71,24.85,42,61,8.512,0.34,8.1,NaN
Nelaje,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.63444444,12.29777778,1.23,17.75,72,48.8,13.376,0.223513,9.3,NaN
Nelligere,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.8,12.95,13.81,52,20,174,24.32,1.72,7.78,NaN
Neralakatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.79027778,13.66305556,2.3,21.3,10,54.9,1.21,0,8.861,NaN
Nimbala,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,77.39166667,17.35,2.3,149.1,48,256.2,77.824,1.19,7.748,NaN
Nirna,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2020,77.31666667,17.7,1.3,82,24,89,16.94,0.38,8.6,NaN
Nuggehalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.47583333,13.01138889,71,135,40,220,66,1.44,9.28,NaN
Nujje,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.34777778,15.05638889,0.8,10.65,24,61,1.21,0.36,9.25,NaN
Parkala,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.80722222,13.355,5.1,35.5,8,24.4,1.21,0.422018,6.928,NaN
Parsanahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.05694444,12.92805556,68,75,20,134,41,1.37,9.88,NaN
Pathan,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.725,17.425,2.6,71,32,195.2,31.616,0.85,8.023,NaN
Pattadakal,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.8,15.95,207.6,560.9,32,457.5,87.408,2.175,8.803,NaN
Rabakavi,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.10833333,16.475,5.8,284,64,12.2,24.28,1.02,9.509,NaN
Ragi Hosalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.60138889,14.52361111,2.4,21.3,20,55,1.21,0.39,8.86,NaN
Rajeshwar,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2020,77.05,17.80833333,0,39.05,36,80,13.31,0.69,8.56,NaN
Rameshwaranagar,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.16666667,13.03333333,16,85,84,427,49,1.48,8.15,NaN
Ranibennur A,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2020,75.56666667,14.56666667,1,166.85,46,176.9,64.448,1.38,8.24,NaN
Ravur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,77.00833333,17.075,55.7,78.1,24,207.4,26.752,1.25,8.415,NaN
Revannur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.725,16.99166667,1.4,142,52,378.2,63.232,1.69,8.194,NaN
Sabrikatta,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.77555556,13.51222222,3.6,42.6,6,30.5,0,0.293578,7.128,NaN
Sadashivgad,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.12972222,14.85416667,11,49.7,24,147,17,0.73,7.89,NaN
Saigaon,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2020,77.09333333,18.08527778,6,64,32,134,22.99,0.86,8.48,NaN
Sakaleshpura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.78333333,12.95,20,75,116,415,27,1.41,7.48,NaN
Salgar,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.78333333,17.63333333,162.9,227.2,40,475.8,80.256,0.97,7.828,NaN
Sanganhal Dw,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2020,75.98777778,15.57083333,3.8,1354,278,110,290.624,1.59,7.65,NaN
Sangasandra,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.41111111,13.22361111,10,269.8,60,244,50.82,1.34,8.57,NaN
Santhekatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.73472222,13.38527778,12.2,56.8,14,73.2,2.42,0.550459,7.663,NaN
Sasargaon,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,77.21666667,17.49583333,89.9,117.15,24,85.4,46.208,0.88,8.53,NaN
Sasthana,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.74444444,13.47722222,1,28.4,4,24.4,3.63,0.568807,6.774,NaN
Satenahalli,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2020,75.31416667,14.57305556,0.9,291.1,84,286.7,93.632,0.73,7.98,NaN
Savalgi2,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.33333333,16.69166667,12.8,624.8,52,207.4,167.532,1.16,8.343,NaN
Settihalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.03333333,12.86666667,88,121,28,85,39,1.27,9.16,NaN
Shaktinagar,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Middle,2020,77.27083333,16.27083333,6.3,255.6,60,152.5,114.116,1.1,8.114,NaN
Shanivarasante,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.89583333,12.725,1.48,63.9,54,140.3,35.264,0.07,8.1,NaN
Shankarnarayana,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.8625,13.60416667,2.3,21.3,8,48.8,1.21,0.0733945,7.04,NaN
Sheradanahally,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.10055556,12.60944444,6,53,112,647,68,1.32,8.21,NaN
Shirhatti1,CGWB,Karnataka,Gadag,Krishna Basin,Tungabhadra Upper,2020,75.575,15.22916667,8,120,38,178,27.968,1.24242,8.23,NaN
Shiroor,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.84,13.5125,3.8,21.3,4,61,1.21,0.422018,7.42,NaN
Shivanasamudra,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,77.09972222,12.25,12.9,78.1,60,194,4.864,0.48,8.249,NaN
Shivapura,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,77.05305556,12.53138889,10.58,122,42,262.766,29.184,0.98,8.15,NaN
Shivpur Tanda,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.63027778,16.80222222,0.7,63.9,36,225.7,59.584,1.31,7.994,NaN
Shravan Belgola,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.4875,12.85555556,126,85,16,195,49,1.33,9.12,NaN
Siddapur1,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2020,76.63333333,15.52916667,9,135,64,243,25.536,1.37,7.19,NaN
Siddapura1,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.9125,13.66666667,8.9,49.7,8,42.7,3.63,0,7.262,NaN
Siddavvanadurga,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2020,76.31666667,14.35833333,74.5,468.6,16,427,41.276,1.85,8.422,NaN
Sirsi1,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.87361111,14.625,0,31.95,12,82,9.68,0.38,7.75,NaN
Somvarpet1,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.83333333,12.6,3.67,46.15,34,55,18.24,0.08,7.8,NaN
Sona,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.63333333,16.99166667,4.7,276.9,116,170.8,72.96,1.17,7.91,NaN
Sreenivasa Agrahara,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.71083333,12.42861111,36.62,145,14,254,25.536,0.86,9.51,NaN
Srinivasapura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.35416667,12.84722222,4,89,8,366,158,1.34,9.2,NaN
Srirangapatna,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.68472222,12.42083333,25.29,39.05,14,96,2.432,0.32,8.83,NaN
Sukvarsanthe,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.80555556,12.8625,12,36,32,73,24,1.38,8.37,NaN
Sulla,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2020,75.17722222,15.45138889,12,280,156,248,46.208,0.89,7.98,NaN
Sunkatti,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.84638889,14.30333333,2.6,14.2,30,86,2.42,0.9,7.54,NaN
Suntikoppa,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.82361111,12.44861111,1.34,85.2,50,122,21.888,0.12,8.2,NaN
Tadagavadi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.83,12.44111111,38.8,195,26,224.412,38.912,0.77,8.23,NaN
Talakal,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2020,76.01861111,15.3775,4.3,890,136,150,141.056,0.8,7.46,NaN
Thekkatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.70194444,13.55333333,2.3,35.5,6,36.6,1.21,0.40367,9.622,NaN
Tirumala Sagara Chatra,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.67138889,12.54861111,3.04,95.85,52,126,24.32,0.98,8.15,NaN
Titimathi,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.92916667,12.25833333,0.29,63,74,178,32.832,0.0883655,8.13,NaN
Trasi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.65277778,13.68916667,3.8,28.4,6,36.6,1.21,0.155963,7.356,NaN
T.Settigere,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.97222222,12.03416667,1.28,28.4,78,161,10.944,0.254701,8.5,NaN
Tumminkatti,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2020,75.23333333,15.01666667,0.7,145.55,36,164.7,64.448,1.58,7.76,NaN
Tyagli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.87444444,14.48277778,6.4,14.2,12,79.3,2.42,0.39,9.2,NaN
Uchila,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.75277778,13.19222222,9.3,63.9,12,18.3,3.63,0.53211,5.934,NaN
Udupi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.75,13.33333333,16.8,35.5,8,30.5,2.42,0.293578,7.109,NaN
Ukinal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.63333333,16.75833333,201.8,255.6,20,298.9,57.152,1.62,8.431,NaN
Unchalli,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.90611111,14.57805556,2.2,28.4,16,61,2.42,0.31,9.52,NaN
Uplai,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.85,17.425,2.5,276.9,64,146.4,89.984,0.49,8.07,NaN
Upparpet,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,77.99166667,13.4,2.6,38,30,91.5,21.78,0.58,8.46,NaN
Uttaballi,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2020,77.075,12.14722222,11.3,146,54,273,22.99,0.19,9.72,NaN
Vadagere,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Ponnaiyar and other,2020,78.09638889,13.0475,11.6,355,52,283,59.29,1.3,9.27,NaN
Vadageri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,75.04861111,14.875,8,46.15,18,77,3.63,0.35,8.59,NaN
Vaddarahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.06111111,12.80555556,38,78,36,24,29,1.35,9.57,NaN
Vajjal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2020,76.54722222,16.47666667,5.3,227.2,90,183,34.048,1.65,7.582,NaN
